0,1.087227754149576E-4
1,0.0017720881231993845
10,0.019332633779533252
11,0.019827547649892238
12,0.020202608300132374
13,0.020486437052963692
14,0.020701007710719622
15,0.02086310118058607
16,0.020985486231575937
17,0.021077854111191403
18,0.021147547002823473
19,0.021200120166607064
2,0.004890847511485667
20,0.021239772843937577
21,0.021269677042469966
22,0.021292227587662825
23,0.021309231852134146
24,0.021322053471689747
25,0.0213317210725696
26,0.021339010453197287
27,0.02134450665947528
28,0.021348650849265623
29,0.02135177566001112
3,0.008159198423115913
30,0.021354131892431905
31,0.021355908638250244
32,0.02135724846028506
33,0.021358258839720173
34,0.021359020807647427
35,0.021359595452979642
36,0.021360028828873383
37,0.021360355651492177
38,0.021360602088104242
39,0.021360787858439697
4,0.011031867784354435
40,0.02136092781810769
41,0.021361033151281773
42,0.021361112268479615
43,0.021361171481570965
44,0.021361215510250768
45,0.021361247860671312
46,0.02136127110665604
47,0.021361287096088446
48,0.021361297099058214
49,0.021361301909666015
5,0.01338673203310397
50,0.02136130190966603
51,0.021361297099058252
6,0.015253387420356306
7,0.016706301238169782
8,0.017825103742267104
9,0.01868088363587102
